,participant_id,task_idx,task_status,results_responses,results_rt,results_speed_stim,results_correct
26,116,4,PRE_TEST,"4,0,3,1,2,1,9,3,4,5,3,4,2,0,7,1,3,8,6,0,3,1,0,8,4,6,1,5,8,3,5,1,3,0,2,4,3,0,7,8,8,2,7,6,0,9,5,4,7,8,3,2,1,4,8,7,3,6,8,2,0,4,3,2,1,1,4,2,5,6,3,5,9,2,6,6,2,7,9,3,3,0,1,4,8,7,0,6,9,5,8,4,3,7,1,8,1,0,5,9,2,0,3,4,9,6,3,7,5,1,4,3,1,2,0,0,4,3,2,1,3,1,7,2,4,8,9,1,0,2,1,2,3,0,6,4,0,2,8,1,4,2,3,9,8,4,0,2,3,1,3,4,2,0,1,2,9,8,1,0,4,2,3,9,6,4,2,1,5,9,9,0,6,7,4,4,0,3,2,9,9,7,3,1,2,1,0,3,2,4,2,1,4,3,8,4,8,7,0,2,3,4,1,0,2,3,5,4,6,1,9,4,1,6,8,1,3,4,6,7,2,3,0,1,4","4017,5685,3232,5481,2649,2783,2798,3815,3848,3631,3199,4299,3015,2833,2701,3315,3666,4985,3016,3882,3481,3615,3948,2749,2582,2933,2515,3118,3014,2798,2665,3317,2566,2733,2733,3915,2232,2748,2716,3148,2898,2715,2249,2498,2731","1,8,4,4,1,8,1,4,8,8,4,1,1,4,8,4,1,8,4,8,1,8,1,4,4,8,1,8,4,1,1,8,4,4,8,1,4,1,8,8,1,4,4,8,1","1,0.6,0.8,0.6,0.8,0.4,0.8,0.6,0.4,0.2,0.8,0.4,1,0.6,0.4,0.4,0.8,0.2,0.6,0.4,0.8,0.4,1,1,0.8,0.6,0.8,0.8,0.6,1,1,0.6,0.6,0.6,0.4,0.8,0.6,1,0.8,0.6,1,0.6,0.4,0.6,1"
27,116,4,POST_TEST,"4,1,3,2,0,1,4,8,9,0,1,4,2,9,6,2,4,3,1,0,0,1,2,4,3,8,1,9,5,3,9,3,1,5,4,7,4,3,6,1,1,3,0,2,4,4,0,1,2,5,3,0,7,5,2,6,2,0,1,3,1,7,5,9,0,2,3,6,1,5,1,3,0,2,4,1,2,7,6,4,3,1,2,4,0,9,1,0,3,7,3,4,0,1,5,7,1,3,5,0,4,3,1,0,2,3,0,2,4,1,8,3,7,6,9,3,6,4,0,8,8,0,1,2,5,1,4,8,9,3,1,4,0,2,3,0,3,1,4,2,9,1,6,2,7,7,0,4,1,6,8,1,0,2,7,2,0,1,3,4,8,4,7,0,2,3,0,1,4,2,8,2,7,4,1,7,4,8,9,0,2,1,8,4,0,3,0,4,2,1,2,0,8,4,6,8,9,5,3,7,2,3,9,4,0,2,1,4,6,9,4,2,0,3,1,2,5,6,3,7,1,3,5,8,7","3116,11213,2549,3349,4432,3098,3132,3433,9764,2566,3283,4432,3001,3217,3432,2348,1848,3081,2832,2882,2748,2332,2715,2249,2750,2716,2315,3716,2333,2832,3699,2349,3248,4231,2232,4582,2933,2749,3549,2799,2949,2633,2416,2383,2532","1,8,4,1,4,8,8,4,1,4,8,1,8,4,1,4,1,8,4,8,1,1,8,4,8,4,1,1,4,8,4,1,8,1,8,4,8,1,4,8,1,4,1,8,4","1,0.6,0.6,1,1,0.4,0.6,0.6,1,0.8,0.6,0.8,0.4,0.6,1,0.6,1,0.6,0.8,0.6,1,1,0.2,0.6,0.6,0.6,1,1,0.4,0.6,0.6,1,0.6,1,0.6,0.4,0.8,1,0.6,0.2,0.8,0.6,1,0.4,0.4"
28,77,0,PRE_TEST,"2,0,3,1,4,8,0,4,9,3,0,4,2,1,3,4,0,3,2,1,5,0,2,4,1,4,3,0,1,2,4,1,3,0,2,2,4,0,1,3,1,2,9,6,7,1,4,0,2,3,7,0,2,3,1,3,6,7,0,4,4,3,1,0,2,2,7,9,4,5,0,4,2,6,7,1,4,3,5,9,1,3,0,4,2,4,1,0,3,2,0,6,4,1,7,4,2,1,7,3,1,2,3,0,4,1,2,3,4,0,2,9,3,4,0,3,4,0,1,6,3,2,6,0,9,3,2,1,4,6,1,3,0,2,4,2,5,4,3,1,0,4,9,1,2,4,3,1,0,2,3,0,4,2,1,0,2,5,9,7,0,4,1,6,2,4,1,2,0,3,3,2,1,0,9,2,1,6,3,0,1,0,3,9,5,2,9,1,0,4,3,4,2,1,0,2,0,4,7,1,2,0,4,3,1,4,2,9,0,6,1,4,3,0,2,8,0,4,1,6,4,1,2,3,7","3053,4898,3717,3000,4250,3998,3616,2833,3133,4349,3074,2666,3666,2883,3149,3749,3716,3583,3566,4932,3001,3332,3815,3918,4133,3431,3033,3218,2564,3015,3834,10679,3683,3484,3483,4550,8300,3684,3367,10399,3365,3134,3283,3633,2717","1,8,4,4,8,1,1,4,8,1,4,8,1,8,4,8,1,4,4,8,1,1,4,8,8,4,1,4,8,1,4,8,1,1,4,8,4,8,1,4,1,8,4,8,1","1,0.6,1,1,0.8,1,1,1,0.4,1,0.8,0.6,1,0.4,0.6,0.6,1,1,0.6,0.8,1,1,0.8,0.8,0.6,0.8,1,0.8,0.8,1,1,0.4,0.8,1,0.8,0.8,0.6,0.8,1,0.8,1,0.6,1,0.6,0.8"
29,77,0,POST_TEST,"4,9,1,0,6,4,7,3,0,1,0,1,3,2,4,4,3,1,2,0,4,0,2,3,1,3,8,1,4,0,1,4,0,3,2,2,4,5,3,7,8,2,1,0,3,1,3,0,4,2,1,2,0,4,3,1,7,2,3,6,3,4,2,1,7,8,6,7,5,4,6,0,4,2,3,2,8,6,1,9,2,5,3,4,6,4,1,3,0,2,4,0,3,1,8,4,1,0,2,3,4,5,8,2,3,0,8,6,2,3,0,3,1,2,4,2,7,0,6,4,4,0,3,2,1,1,3,4,9,2,2,4,3,1,0,3,4,2,1,0,9,0,5,7,3,0,6,1,3,4,6,3,1,5,4,4,0,2,3,9,3,4,2,0,1,0,2,3,4,1,4,0,2,7,5,3,4,0,1,2,7,6,0,8,9,3,1,0,2,4,2,4,0,3,1,9,2,3,4,0,2,3,1,0,4,0,4,5,9,6,8,9,0,3,6,2,3,4,8,6,4,0,3,1,2","3415,4167,3399,3715,3483,2450,3383,3301,2384,12666,3450,2650,2483,2517,3815,3665,5317,5949,2718,4715,2916,3648,4016,3000,7748,6101,3534,803769,2999,3732,3156,3801,3482,6267,3650,3033,8631,4916,2566,2733,5017,21664,7583,48563,15932","8,1,4,4,1,8,1,8,4,4,1,8,8,1,4,4,8,1,4,1,8,8,1,4,1,8,4,1,8,4,8,4,1,1,8,4,8,1,4,4,1,8,4,8,1","0.6,0.8,1,1,1,0.8,1,0.6,0.8,1,1,0.6,0.8,0.2,0.8,0.4,0.6,1,0.8,1,0.6,0.6,1,0.6,1,0.8,1,1,0.4,0.8,0.6,0.8,1,1,0.6,1,0.2,1,1,0.8,1,0.4,0.4,0.6,1"
30,140,4,PRE_TEST,"1,3,0,2,4,3,4,1,2,7,1,4,3,2,0,4,3,8,7,1,1,4,0,2,3,0,1,7,8,2,2,4,1,0,3,3,2,0,1,4,1,0,3,2,4,0,4,1,2,3,1,8,6,4,5,0,1,4,2,6,3,0,1,2,8,3,0,2,4,1,5,2,9,6,8,1,4,0,3,2,9,3,0,8,2,6,1,5,9,7,0,2,1,3,4,3,1,2,9,8,1,2,0,3,4,3,2,4,1,0,0,1,4,2,3,3,5,9,7,6,3,4,9,0,1,5,2,4,6,8,1,2,3,0,4,6,4,1,8,0,3,1,2,4,0,2,4,0,3,8,1,4,2,3,0,2,1,4,5,8,3,0,1,7,2,3,1,4,2,0,0,4,3,2,9,2,1,9,4,3,3,1,2,0,4,1,9,4,3,2,2,8,6,7,3,4,3,1,2,9,1,2,0,3,4,1,8,2,6,7,4,0,2,1,3,1,2,4,3,0,2,4,3,1,0","3149,4265,3432,4039,3032,3448,3915,4132,4416,3182,4681,5714,3165,3399,7063,4014,3849,4349,8214,5480,3099,3365,2932,4332,3783,4332,3550,4564,3382,4531,3647,3681,4448,3582,3266,3332,3981,4083,4464,3432,3633,3699,3383,6197,3017","1,8,4,4,1,8,8,4,1,1,8,4,4,1,8,4,1,8,4,8,1,1,4,8,4,8,1,8,1,4,1,4,8,1,4,8,1,4,8,4,1,8,4,8,1","1,0.8,1,0.6,1,0.6,1,1,1,1,0.4,0.8,0.8,1,0.2,1,0.6,0.2,1,0.6,1,1,1,0.2,0.8,0.4,1,0.6,1,0.8,1,0.6,0.8,1,0.8,0.8,1,0.8,0.4,0.8,1,0.4,1,1,1"
31,140,4,POST_TEST,"1,3,2,8,4,4,2,1,0,3,0,8,2,7,1,3,1,4,2,0,0,1,8,4,3,1,0,6,3,4,3,2,0,1,4,3,4,1,0,8,2,1,0,4,3,4,3,2,0,1,0,3,2,4,7,3,0,2,4,9,1,6,8,9,4,1,2,4,3,8,1,3,5,2,4,4,1,0,2,3,8,4,1,7,0,1,8,4,3,5,1,0,3,8,4,2,1,5,4,3,2,1,8,3,4,2,0,4,1,9,4,0,3,7,2,4,3,2,0,1,3,1,6,9,4,2,3,4,1,0,1,0,2,4,3,2,1,3,0,7,4,7,3,8,0,3,0,1,4,2,4,2,1,3,0,1,2,6,5,8,3,0,1,4,2,3,0,6,7,4,0,2,1,3,7,0,4,2,3,1,9,2,3,0,1,3,0,2,4,1,2,1,3,6,7,4,1,2,0,3,1,3,0,4,2,2,4,1,3,6,1,4,2,3,0,4,1,3,2,0,7,2,0,3,1","3333,3531,4232,3483,4316,6948,4765,6483,5914,3316,6131,6014,4231,4398,6965,4732,4600,5132,6896,5416,4365,6331,4414,4415,4566,4182,4299,4798,4965,3965,5448,3031,3664,3915,6347,10430,4148,3732,3647,7614,3133,2982,3383,3282,3518","4,1,8,4,8,1,1,8,4,1,4,8,8,4,1,1,8,4,8,4,1,4,8,1,8,1,4,8,4,1,1,8,4,8,4,1,4,1,8,1,4,8,1,4,8","0.8,1,0.6,1,0.8,0.8,1,0.8,1,1,0.8,0.8,0.4,0.8,0.8,1,0.6,0.6,0.8,0.8,0.8,0.8,0.8,1,0.6,1,1,0.8,0.6,1,1,0.4,1,0.6,0.8,1,0.8,1,0.6,1,1,0.8,1,1,0.8"
32,155,6,PRE_TEST,"0,8,4,5,2,4,3,6,0,1,4,3,2,0,1,5,0,8,7,2,0,2,4,1,3,7,8,2,4,5,0,1,3,7,4,4,0,7,1,2,4,0,3,1,8,3,8,5,1,7,2,1,5,3,7,1,0,4,3,2,4,0,7,2,9,2,0,3,1,4,1,0,5,6,8,3,4,1,9,5,4,3,1,0,2,0,5,8,2,1,4,2,0,8,7,2,0,4,7,6,0,1,2,4,3,0,8,1,9,2,0,5,3,1,4,3,1,4,0,2,3,9,8,5,4,3,8,4,0,1,1,0,2,4,3,4,0,3,1,2,0,1,4,3,5,1,9,6,8,5,3,2,7,4,1,1,0,4,2,3,1,0,3,4,2,4,5,0,2,6,0,3,2,4,1,7,4,1,2,9,2,1,6,7,4,3,2,1,4,0,5,3,9,2,1,0,8,2,9,1,2,0,4,3,1,1,5,0,4,8,1,3,2,7,9,3,1,4,2,0,2,3,0,6,9","10367,8302,7185,7752,5518,9483,6284,6034,6850,5815,5184,6266,6355,6900,5433,6585,5718,8349,7950,5202,6168,7966,6317,7367,7283,5601,6302,7681,9068,6964,5735,6867,5084,6286,7450,9518,6019,6167,8350,6019,6148,6816,6006,7704,6268","8,4,1,8,1,4,4,8,1,4,8,1,4,1,8,4,1,8,4,8,1,8,4,1,8,4,1,1,4,8,8,1,4,8,1,4,4,1,8,4,1,8,4,1,8","0.6,0.8,1,0.4,1,0.4,0.8,0.8,0.8,0.4,0.6,1,0.6,1,0.4,0.6,1,0.6,0.6,0.6,1,0.6,0.8,1,0.4,0.8,1,1,0.8,0.2,0.8,1,1,0.6,1,0.6,0.6,1,0.6,0.6,1,0.6,0.6,1,0.6"
33,155,6,POST_TEST,"1,2,0,7,3,4,2,0,1,8,5,3,4,1,8,3,1,4,2,5,1,4,3,0,2,1,9,6,0,8,0,2,1,3,9,4,0,1,2,3,0,8,7,3,9,6,2,4,0,1,2,6,1,9,7,2,3,0,7,4,9,2,7,1,5,0,1,4,2,3,2,3,1,8,6,0,1,3,4,2,3,5,2,4,9,1,2,8,7,5,6,3,4,2,8,0,5,4,7,6,1,0,3,2,4,4,9,7,3,5,5,4,1,0,6,2,0,1,3,4,3,2,0,4,7,1,4,2,3,0,3,0,5,8,2,5,8,7,0,6,4,2,0,3,1,5,9,0,1,2,2,1,3,0,5,8,2,0,1,3,4,1,5,3,6,4,0,1,6,3,1,2,8,4,6,4,1,7,3,2,3,1,4,0,6,3,4,1,2,0,3,4,2,5,8,4,0,1,3,2,3,0,2,9,5,9,1,4,3,8,4,3,1,2,0,0,2,3,1,4,1,2,3,6,9","5082,7132,4632,4599,3968,4531,7583,6150,4433,3549,3731,5195,9999,6200,4566,4385,5051,4682,4535,6063,3900,4362,5600,4348,6216,5085,4849,26483,3797,5949,5867,4184,4932,3883,3764,3699,4067,5117,3565,4715,4800,5101,5017,5467,4850","4,1,8,4,1,8,4,1,8,1,4,8,8,1,4,1,4,8,8,4,1,8,4,1,4,1,8,4,1,8,4,8,1,4,1,8,4,1,8,1,8,4,1,4,8","0.8,0.8,0.6,0.8,1,0.4,0.8,1,0.4,0.8,0.4,0.8,0.4,1,0.6,1,0.6,0.4,0.6,0.4,1,0.4,0.6,1,0.8,1,0.6,0.2,1,0.6,0.8,0.8,0.6,0.8,0.6,0.8,0.8,1,0.6,1,0.6,0.6,1,1,0.6"
34,158,0,PRE_TEST,"1,2,0,9,4,3,1,2,0,4,5,8,6,1,0,2,1,3,5,7,2,3,1,0,4,0,1,3,5,2,1,7,0,9,4,1,0,3,4,2,1,4,0,3,2,9,0,3,4,6,4,3,0,2,6,4,1,0,2,3,2,3,0,4,6,0,1,4,2,3,4,8,1,2,0,2,3,0,4,1,6,9,0,1,5,0,1,2,3,9,8,0,7,9,1,0,2,1,4,3,2,0,3,1,4,4,3,1,2,0,2,1,5,3,0,0,4,2,9,1,3,2,4,9,7,2,4,1,0,3,1,7,4,2,0,4,3,1,2,8,4,3,1,0,2,7,0,9,4,1,2,4,6,1,3,2,1,0,3,4,3,5,4,0,1,0,2,4,3,1,1,2,0,3,4,0,6,3,8,2,8,0,6,7,5,1,3,2,4,0,0,3,4,1,2,4,6,2,3,0,6,8,2,0,3,4,0,8,9,1,3,9,2,0,7,0,2,5,1,4,0,1,2,4,3","4384,3516,4434,4600,3383,3618,4700,4500,3784,3467,4350,3434,3800,3585,3866,3550,4400,3800,4516,4233,4417,3750,3767,3083,3766,3467,4951,4334,5166,5349,2616,4083,2800,3549,3167,4468,4566,3600,3883,4333,4700,3167,3450,3734,3516","4,1,8,4,1,8,8,4,1,8,4,1,8,1,4,1,8,4,8,4,1,1,8,4,4,1,8,4,1,8,8,1,4,1,4,8,8,1,4,1,8,4,4,8,1","0.8,1,0.4,0.6,1,0.8,0.6,1,1,0.6,0.8,1,0.8,1,0.8,1,0.4,0.8,0.4,1,1,1,0.8,0.8,0.6,1,0.8,0.8,1,0.6,0.8,1,0.8,1,1,0.6,0.2,1,1,0.8,0.6,0.6,0.6,0.8,1"
35,158,0,POST_TEST,"2,3,0,4,1,1,5,2,7,4,1,4,3,0,6,0,2,1,3,4,6,9,8,3,0,5,2,1,7,6,0,2,3,4,1,7,3,2,4,9,8,1,0,4,3,3,1,0,2,4,2,1,3,4,0,2,0,4,3,1,1,2,8,3,0,0,9,8,6,5,3,2,1,0,6,2,1,0,8,4,9,8,4,3,5,1,0,3,4,2,0,3,1,2,4,3,0,4,1,2,0,1,4,2,5,0,5,3,1,9,1,0,8,3,5,0,1,4,3,2,5,0,9,2,6,4,3,2,6,0,0,1,3,2,4,8,2,1,3,4,4,0,8,9,2,1,3,4,0,2,4,2,0,3,1,6,2,4,1,8,9,0,8,2,4,4,5,1,8,9,4,0,5,2,8,2,1,0,3,4,5,8,3,7,4,0,1,3,2,4,7,0,9,3,1,7,2,8,6,3,0,2,1,4,3,0,3,1,7,4,4,2,3,0,1,7,2,1,0,3,6,1,9,8,5","4199,4232,4617,3850,6234,4484,5500,3799,4984,5500,6067,4517,4367,3967,4901,3634,4417,4733,4167,4400,3517,4984,6401,4167,3800,4534,4383,3833,5417,3466,3433,3834,7750,10501,4100,4450,4051,4351,4250,3833,3900,3650,3667,4117,3816","1,8,4,1,4,8,1,8,4,8,4,1,8,4,1,4,8,1,4,1,8,4,8,1,8,4,1,4,8,1,1,4,8,8,4,1,4,1,8,8,1,4,1,4,8","1,0.6,0.8,1,0.4,0.4,1,0.6,0.8,1,1,1,0.8,0.2,0.8,0.8,0.4,1,1,1,0.8,0.6,0.6,1,0.4,0.8,1,0.8,0.6,1,1,0.6,0.6,0.4,0.6,1,0.4,1,0.6,0.4,1,0.8,1,0.8,0.2"
36,165,5,PRE_TEST,"4,6,2,1,8,1,3,4,0,2,7,3,6,2,4,5,0,8,3,4,0,3,2,4,9,4,1,3,5,6,1,4,0,2,3,0,2,6,7,3,3,2,7,1,9,2,1,3,0,4,4,3,6,7,5,4,0,3,9,5,2,1,8,9,7,6,1,9,4,3,1,4,2,3,0,2,6,7,0,8,2,3,4,1,8,0,2,1,3,4,1,0,3,4,2,0,3,6,1,2,0,7,3,6,4,3,0,1,2,7,0,3,1,4,2,7,6,4,2,8,4,0,1,3,2,3,4,5,0,2,2,4,0,7,1,8,9,0,6,2,1,0,3,2,4,0,6,3,4,2,5,4,7,1,0,2,1,0,6,5,0,3,4,6,1,9,2,5,1,4,1,4,2,7,3,0,3,4,2,9,4,1,5,8,2,1,2,0,3,4,1,4,0,3,2,2,9,1,6,5,1,3,0,2,4,2,1,4,0,3,6,3,5,9,2,1,4,2,9,3,3,1,0,2,4","3833,3491,2616,2713,3932,2643,4281,3369,5044,3520,2465,3605,2527,4428,2916,3569,2943,3371,3170,3053,3204,3417,3281,3166,3008,3938,3097,3188,3754,2943,3509,2625,3262,4120,3567,3608,3141,3800,5542,2593,2863,2924,2786,2731,3124","4,1,8,8,1,4,1,8,4,1,8,4,8,4,1,4,8,1,1,4,8,4,1,8,1,4,8,8,1,4,8,4,1,8,1,4,8,4,1,8,4,1,8,4,1","0.6,1,0.6,0.6,0.8,0.6,1,0.6,0.6,1,0.4,0.6,0.4,0.6,1,0.4,0.8,1,1,0.8,0.6,0.8,1,0.4,1,0.8,0.8,0.4,1,0.8,0.6,0.6,0.8,0.6,0.8,0.8,0.6,1,1,0.4,1,1,0.4,0.8,1"
37,165,5,POST_TEST,"3,9,2,5,6,3,2,1,6,7,4,0,3,1,2,3,1,0,8,9,2,4,1,0,9,0,1,3,2,4,3,4,1,0,2,3,4,2,7,0,2,3,4,6,9,3,2,1,4,0,4,2,3,8,0,5,2,9,1,0,4,0,2,3,1,6,4,8,1,9,5,4,8,9,3,3,2,1,9,7,0,3,2,4,1,2,3,4,1,8,2,1,4,3,0,0,3,2,4,1,1,3,2,0,8,4,3,0,9,7,1,9,0,2,3,0,5,1,7,4,6,3,2,0,9,3,4,9,2,0,2,6,3,0,1,0,2,4,3,1,4,2,7,0,3,3,2,0,8,1,1,8,0,6,5,5,2,7,1,0,1,2,0,4,8,3,4,2,8,1,5,6,3,4,2,4,0,2,3,1,2,4,0,3,1,2,1,3,0,4,4,3,0,7,8,3,8,0,1,5,4,0,1,2,8,1,0,4,2,3,3,4,1,2,0,7,8,4,0,1,3,9,1,0,5","3381,4748,3517,2916,4398,3749,3635,3917,3632,2967,3183,3318,3917,3298,8098,3117,2934,3117,3266,2733,3131,3450,2932,2583,3250,3016,5817,3416,2849,3000,5051,2449,3417,3251,2400,3416,3068,2899,2901,2783,3584,2918,3084,3733,3452","8,4,1,8,4,1,1,4,8,1,8,4,1,4,8,8,1,4,1,4,8,4,1,8,4,8,1,1,8,4,4,8,1,4,8,1,4,1,8,4,8,1,1,4,8","0.4,0.6,1,0.6,0.8,1,1,0.8,0.6,1,0.8,0.6,1,0.4,0.4,0.6,1,0.8,1,1,0.8,0.6,0.8,0.6,0.6,0.8,0.8,1,0.8,0.8,0.4,0.6,0.8,0.8,0.6,1,1,1,0.6,0.6,0.8,1,1,0.6,0.6"
38,168,2,PRE_TEST,"2,4,3,0,1,4,3,1,0,7,1,8,4,5,6,2,1,0,4,3,1,3,6,4,9,0,1,3,2,4,0,1,4,9,5,0,3,9,1,5,0,1,4,3,8,7,9,4,0,8,2,0,1,3,9,0,9,4,8,3,3,8,4,5,0,2,1,4,3,8,7,1,5,2,0,0,7,6,2,3,1,2,4,3,0,2,0,4,3,6,8,9,0,2,6,0,3,4,2,1,1,0,6,3,4,3,2,4,0,9,1,0,4,2,3,1,2,4,8,0,0,2,1,3,7,3,1,0,2,4,2,1,3,8,5,0,3,1,4,2,3,1,0,8,9,0,3,4,2,5,1,3,0,2,4,3,6,8,5,7,3,0,2,8,7,1,2,3,4,6,3,2,4,1,9,2,3,8,1,9,2,1,5,0,7,0,3,2,5,9,1,2,3,0,4,1,2,0,4,3,2,4,3,0,5,4,1,2,8,9,3,2,4,1,9,1,5,0,4,3,0,1,2,6,3","3887,3966,3250,3685,4367,3434,2751,3916,3454,3966,4150,3602,3155,3000,3535,3202,3311,3850,4686,3497,3105,3394,4687,3679,3648,3408,3167,2977,3850,5666,3913,3493,5119,3540,2996,4003,3825,2873,3333,3296,3752,3832,3135,3137,5075","1,4,8,1,8,4,8,4,1,4,1,8,4,1,8,8,1,4,8,1,4,8,4,1,4,1,8,1,4,8,1,8,4,4,8,1,8,4,1,1,4,8,1,8,4","1,0.8,0.4,1,0.6,1,0.6,0.6,0.8,0.4,0.8,0.6,0.6,0.8,0.6,0.6,1,0.8,0.4,1,0.8,0.8,1,0.8,0.8,1,0.6,1,0.6,0.8,1,0.2,0.6,0.8,0.8,0.6,0.6,0.6,1,1,0.8,0.6,0.8,0.8,0.8"
39,168,2,POST_TEST,"4,3,2,0,1,4,1,2,3,0,0,1,9,8,2,2,1,9,4,3,0,4,2,3,6,8,5,6,7,9,1,4,0,2,8,4,3,0,9,7,2,3,4,7,1,4,3,8,7,2,3,0,5,9,4,3,4,1,2,0,2,9,4,1,7,1,4,0,2,3,5,2,3,1,8,0,3,5,8,9,0,1,9,2,4,1,3,9,6,5,1,3,2,0,4,2,6,0,3,4,7,2,1,6,0,0,3,8,1,4,2,0,1,4,3,0,1,3,4,6,2,4,0,8,6,4,0,9,1,6,4,1,2,9,7,0,9,3,4,6,5,2,4,3,1,3,4,9,0,6,2,3,1,5,6,0,3,4,5,8,2,0,4,1,3,3,0,1,2,4,1,2,8,6,5,3,4,1,9,8,1,4,0,2,3,3,1,2,8,6,3,0,1,2,7,1,4,3,8,5,1,4,3,2,9,7,4,2,0,9,3,0,4,5,1,6,3,1,0,4,0,4,6,9,1","3467,3952,11155,4199,4400,4333,4188,3518,3528,4684,4383,3350,3935,4376,4849,3566,3517,4624,2908,3500,4216,4434,4840,3847,3608,2501,3020,3089,3090,3307,3167,5550,3209,3953,3784,3883,3153,3252,4120,3332,4533,3893,3751,3083,3368","1,8,4,1,4,8,4,8,1,8,4,1,8,1,4,8,1,4,1,4,8,4,1,8,8,4,1,8,1,4,8,4,1,1,8,4,1,4,8,4,1,8,4,1,8","1,1,0.6,0.8,0.8,0,0.8,0.6,0.8,0.6,0.6,1,0.6,1,0.6,0.4,0.8,0.4,1,0.8,0.6,0.8,1,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,1,1,0.4,0.6,1,0.6,0.8,0.6,0.8,0.6,0.8,0.8,0.6"
40,177,4,PRE_TEST,"1,3,2,9,4,2,4,3,5,8,4,3,1,0,5,6,0,8,3,4,7,2,3,1,8,2,1,4,8,6,4,1,2,0,3,9,0,1,6,7,4,0,2,1,7,1,0,5,9,3,3,2,6,1,9,3,2,1,0,4,0,1,2,3,9,3,1,2,0,9,2,9,3,0,4,4,1,9,3,7,1,3,4,2,0,3,2,6,0,4,2,4,1,3,0,3,4,0,2,1,9,4,0,8,5,4,0,8,1,6,5,0,7,3,4,1,4,3,2,0,2,3,1,0,4,0,4,9,7,6,4,3,0,2,1,1,2,9,8,0,4,0,8,6,9,1,4,2,3,0,0,4,3,1,5,0,4,7,2,6,1,0,8,5,4,4,0,3,9,5,3,0,1,4,2,0,1,6,5,7,2,4,3,1,0,1,6,8,3,9,4,0,2,1,7,0,2,6,4,9,0,3,4,1,2,6,3,5,7,9,0,4,3,1,6,0,8,1,3,2,2,4,9,6,8","6405,5418,4838,4252,7219,7485,6952,7319,6202,5953,5951,5502,5518,8202,6955,7702,5719,5852,6606,6469,5669,5568,7637,7602,6735,7019,6386,5535,5902,7385,6435,6169,5736,7753,11037,6202,5635,7053,6619,6303,5302,16624,8702,5903,6369","4,8,1,4,1,8,1,8,4,8,4,1,1,4,8,8,1,4,1,4,8,4,8,1,1,8,4,4,8,1,4,8,1,4,1,8,1,8,4,4,1,8,4,1,8","0.8,0.6,0.8,0.6,0.6,0.6,1,0.4,0.8,0.6,0.6,1,0.8,0.8,0.8,0.6,1,0.8,1,1,0.4,0.6,0.6,1,1,0.4,1,0.6,0.4,1,0.8,0.6,0.6,0.6,1,0.4,1,0.4,0.8,0.6,1,0.2,0.8,0.8,0.4"
41,177,4,POST_TEST,"1,0,9,4,6,1,2,3,0,4,1,3,4,9,7,2,9,1,7,4,2,4,0,1,3,1,0,9,4,5,3,9,1,2,7,3,1,0,2,4,6,7,3,2,8,2,0,3,4,8,3,4,2,9,0,3,0,1,2,4,4,0,1,3,9,3,0,2,7,4,2,4,0,3,1,4,2,0,3,1,2,3,1,0,5,3,7,5,6,2,4,2,3,8,5,9,2,1,8,7,3,4,1,0,8,1,4,3,7,2,8,0,4,1,5,3,4,1,9,5,4,2,3,7,9,4,1,2,0,3,1,4,0,9,3,0,2,1,8,3,4,3,1,8,7,2,9,7,5,3,4,0,2,3,1,0,1,4,6,9,0,6,3,9,7,3,0,2,4,1,4,3,6,2,1,3,5,9,7,6,2,4,9,0,8,1,4,0,3,2,2,3,1,9,5,1,6,3,7,0,0,9,2,3,1,6,4,7,5,3,3,0,4,7,9,0,1,4,3,2,0,1,2,7,3","4101,3033,2800,4083,3368,4967,3533,3852,4802,4334,5034,2884,4969,4568,6686,5168,5669,4817,3751,4352,6001,6818,5452,4535,4185,3984,3385,3368,3935,5202,4268,7720,4518,3335,4535,4068,6435,3368,3234,3635,4001,3784,3418,3752,7586","4,1,8,4,1,8,4,1,8,4,8,1,4,8,1,1,4,8,4,8,1,4,8,1,8,1,4,1,8,4,1,4,8,1,8,4,8,1,4,4,1,8,4,1,8","0.6,1,0.6,0.6,1,0.6,0.6,1,0.4,0.8,0.8,1,0.8,0.8,1,1,0.8,0.4,0.6,0.4,0.8,0.8,0.6,0.6,0.6,1,0.8,0.8,0.6,0.4,1,0.6,0.4,1,0.8,0.2,0.6,1,0.6,0.6,0.8,0.4,0.6,1,0.8"
